Channel_dapi,Channel_gfp,Channel_texasred,Count_dapi_objects,Count_gfp_objects,Count_texasred_objects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05EnhanceOrSuppressFeatures,ExecutionTime_06EnhanceOrSuppressFeatures,ExecutionTime_07EnhanceOrSuppressFeatures,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11OverlayOutlines,ExecutionTime_12OverlayOutlines,ExecutionTime_13OverlayOutlines,FileName_dapi,FileName_gfp,FileName_texasred,Frame_dapi,Frame_gfp,Frame_texasred,Group_Index,Group_Length,Group_Number,Height_dapi,Height_gfp,Height_texasred,ImageNumber,ImageSet_ImageSet,MD5Digest_dapi,MD5Digest_gfp,MD5Digest_texasred,Metadata_FileLocation,Metadata_Frame,Metadata_Modality,Metadata_Series,Metadata_Timepoint,Metadata_Well,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05EnhanceOrSuppressFeatures,ModuleError_06EnhanceOrSuppressFeatures,ModuleError_07EnhanceOrSuppressFeatures,ModuleError_08IdentifyPrimaryObjects,ModuleError_09IdentifyPrimaryObjects,ModuleError_10IdentifyPrimaryObjects,ModuleError_11OverlayOutlines,ModuleError_12OverlayOutlines,ModuleError_13OverlayOutlines,PathName_dapi,PathName_gfp,PathName_texasred,ProcessingStatus,Scaling_dapi,Scaling_gfp,Scaling_texasred,Series_dapi,Series_gfp,Series_texasred,Threshold_FinalThreshold_dapi_objects,Threshold_FinalThreshold_gfp_objects,Threshold_FinalThreshold_texasred_objects,Threshold_GuideThreshold_dapi_objects,Threshold_GuideThreshold_gfp_objects,Threshold_GuideThreshold_texasred_objects,Threshold_OrigThreshold_dapi_objects,Threshold_OrigThreshold_gfp_objects,Threshold_OrigThreshold_texasred_objects,Threshold_SumOfEntropies_dapi_objects,Threshold_SumOfEntropies_gfp_objects,Threshold_SumOfEntropies_texasred_objects,Threshold_WeightedVariance_dapi_objects,Threshold_WeightedVariance_gfp_objects,Threshold_WeightedVariance_texasred_objects,URL_dapi,URL_gfp,URL_texasred,Width_dapi,Width_gfp,Width_texasred
-1,-1,-1,31.0,465.0,0.0,0.0,0.0,1.2300000000000004,0.0,0.1200000000000001,0.1200000000000001,0.1200000000000001,0.5699999999999994,0.40000000000000036,0.40000000000000036,0.03000000000000025,0.03999999999999915,0.03000000000000025,"B2_-1_4_1_Stitched[DAPI 377,447]_001.tif","B2_-1_2_1_Stitched[GFP 469,525]_001.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_001.tif",0,0,0,1,672,1,644,644,644,1,b'eLvLsT6xsxltd9K5CTRaH482PIdzfQwJbxPU8HZxDPAEBrixuTkwwE2onbxBpY0dAIsgezM=',26af7af703388ccdf9f433c8ce534a7c,a49e8c02e9126590dee57151ae559038,e333e9aacb9e96aaecac38f8232aaaef,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.02000000000000001,0.020285347905381376,0.02000000000000001,0.02,0.02,0.02,0.005986973559979873,0.02347644396147052,0.0041285180963671056,-11.631643782709808,-12.854924451338535,-11.503433316608948,2.9755527429945823,0.5504020031127983,2.5399061023163534,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_001.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_001.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_001.tif,857,857,857
-1,-1,-1,8.0,617.0,0.0,0.0,0.0,1.38,0.0,0.13999999999999968,0.1399999999999988,0.16000000000000014,0.7199999999999998,0.4800000000000004,0.4299999999999997,0.03000000000000025,0.040000000000000924,0.02999999999999936,"B2_-1_4_1_Stitched[DAPI 377,447]_002.tif","B2_-1_2_1_Stitched[GFP 469,525]_002.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_002.tif",0,0,0,2,672,1,632,632,632,2,b'eLvLsT6xsxltd9K5CURKfWw0Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCQV3s2',5a7cacf9188b46a14356c4e2167af887,405409cfa4dcbf8a736a837fd8560b82,2f87653d24904c4eb79c60a2e8a65c3f,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020193274964849052,0.020000000000000014,0.02,0.02,0.02,0.005462815566172292,0.02673198144569978,0.0037547120187037017,-11.726204952633836,-12.719257078438105,-11.208843381700923,2.926011070254105,0.4478496529678385,2.7622925199619286,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_002.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_002.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_002.tif,857,857,857
-1,-1,-1,3.0,723.0,0.0,0.0,0.0,1.3599999999999999,0.0,0.08000000000000007,0.0600000000000005,0.0699999999999994,0.5100000000000007,0.4900000000000002,0.4499999999999993,0.040000000000000924,0.040000000000000036,0.040000000000000036,"B2_-1_4_1_Stitched[DAPI 377,447]_003.tif","B2_-1_2_1_Stitched[GFP 469,525]_003.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_003.tif",0,0,0,3,672,1,632,632,632,3,b'eLvLsT6xsxltd9K5CURKfWw8Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCVjns5',d17f2115e349aa3d46edf03236d86e63,09a1506e91173ca2f9c35aa9f2613234,8c2d02bb0dc9158d7d59f01fd231e291,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020328064172367315,0.020000000000000014,0.02,0.02,0.02,0.005446927631770742,0.028384326377197035,0.003741397374034317,-11.555842324707571,-12.706739644357349,-11.535457750636137,2.989589159687296,0.4227762260242297,2.664149458770405,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_003.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_003.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_003.tif,857,857,857
-1,-1,-1,0.0,809.0,0.0,0.0,0.0,1.3599999999999994,0.0,0.11000000000000121,0.07000000000000028,0.05999999999999872,0.5200000000000005,0.4900000000000002,0.4299999999999997,0.04999999999999982,0.040000000000000036,0.040000000000000036,"B2_-1_4_1_Stitched[DAPI 377,447]_004.tif","B2_-1_2_1_Stitched[GFP 469,525]_004.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_004.tif",0,0,0,4,672,1,632,632,632,4,b'eLvLsT6xsxltd9K5CURKfWwyWh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCaxXs8',b41608f924703c639ff113b7ef9b3bf5,10564a60db8dbff940f9f680405bb37c,7d49c6099f299841fa83d92236af8ebb,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020341081638848946,0.020000000000000014,0.02,0.02,0.02,0.00543364348058267,0.030246484364191667,0.0037773445247121233,-11.567171352428261,-12.744639244685569,-11.504581479162294,2.9966790553861564,0.3916359184271296,1.9860794419571475,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_004.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_004.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_004.tif,857,857,857
-1,-1,-1,5.0,864.0,0.0,0.0,0.0,1.37,0.0,0.16000000000000103,0.14999999999999947,0.1299999999999999,0.7899999999999991,0.4900000000000011,0.4399999999999995,0.04999999999999982,0.040000000000000036,0.03000000000000025,"B2_-1_4_1_Stitched[DAPI 377,447]_005.tif","B2_-1_2_1_Stitched[GFP 469,525]_005.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_005.tif",0,0,0,5,672,1,632,632,632,5,b'eLvLsT6xsxltd9K5CURKfWw6Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCf/Hs/',8e18b17e1f2c8540a4f82513934a8b90,df71f25d54f10aeb8269e9386f9433c0,7cb132c5b090542694f8311b303eefba,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020413851420713773,0.020000000000000014,0.02,0.02,0.02,0.005454181405764388,0.03444433614590269,0.0037759590480090045,-11.79626822414997,-12.779840281426914,-11.13845646397963,3.0028860415223675,0.36087590280856496,1.681823375675388,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_005.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_005.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_005.tif,857,857,857
-1,-1,-1,42.0,975.0,0.0,0.0,0.0,1.3900000000000001,0.0,0.15000000000000036,0.05999999999999961,0.05999999999999961,0.5099999999999998,0.4900000000000002,0.46999999999999975,0.04999999999999982,0.03000000000000025,0.03000000000000025,"B2_-1_4_1_Stitched[DAPI 377,447]_006.tif","B2_-1_2_1_Stitched[GFP 469,525]_006.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_006.tif",0,0,0,6,672,1,632,632,632,6,b'eLvLsT6xsxltd9K5CURKfWw2Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgClM3tC',fa30659c41e36e5543142018bcf2e955,0a9802d91abfa801ce061e1b37edd184,cb811bbf6166a40787c691a4bec833a6,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020497274228064286,0.020000000000000014,0.02,0.02,0.02,0.005937267376375745,0.036671494004711744,0.004124016214816035,-11.748741206156325,-12.815904820507031,-11.611853399439468,2.9616450811533968,0.3850221496307098,2.6057542224762384,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_006.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_006.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_006.tif,857,857,857
-1,-1,-1,7.0,1172.0,0.0,0.0,0.0,0.45999999999999996,0.0,0.1299999999999999,0.13000000000000078,0.129999999999999,0.5,0.45000000000000107,0.4399999999999995,0.049999999999998934,0.030000000000001137,0.02999999999999936,"B2_-1_4_1_Stitched[DAPI 377,447]_007.tif","B2_-1_2_1_Stitched[GFP 469,525]_007.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_007.tif",0,0,0,7,672,1,632,632,632,7,b'eLvLsT6xsxltd9K5CURKfWw+Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCqantF',fc719425be035bb243972edde6619274,1a58b19362b34392a26141be24309720,6acd0d40f4fd7ef8e894b8d15dd1c267,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020449715226596707,0.020000000000000014,0.02,0.02,0.02,0.005430375942148618,0.03685258692724214,0.0037931321320117035,-11.703296288980088,-12.737960611746843,-11.071968587524836,2.8971807731585897,0.31084969213099983,2.601190046714805,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_007.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_007.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_007.tif,857,857,857
-1,-1,-1,6.0,1350.0,0.0,0.0,0.0,0.4599999999999991,0.0,0.13000000000000078,0.13000000000000078,0.14999999999999858,0.4300000000000015,0.41999999999999993,0.379999999999999,0.03999999999999915,0.019999999999999574,0.040000000000000924,"B2_-1_4_1_Stitched[DAPI 377,447]_008.tif","B2_-1_2_1_Stitched[GFP 469,525]_008.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_008.tif",0,0,0,8,672,1,632,632,632,8,b'eLvLsT6xsxltd9K5CURKfWwxWh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCvoXtI',f578b7c1af3d7c67640e287a2da94afb,470fba2bef1d7c23986348701bf2e5a1,4fffcb7ba789b2b8258021f89a0462a3,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.02022634835669103,0.020000000000000014,0.02,0.02,0.02,0.005429123936000691,0.037244275542051265,0.0037777249873329186,-11.928674179718444,-12.718827137917561,-11.274714496417579,2.8855373588568503,0.3014749749646927,2.5974091015736156,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_008.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_008.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_008.tif,857,857,857
-1,-1,-1,11.0,1487.0,0.0,0.0,0.0,0.5199999999999996,0.0,0.16000000000000103,0.1299999999999999,0.13999999999999968,0.6600000000000001,0.5,0.4599999999999991,0.05000000000000071,0.03999999999999915,0.02999999999999936,"B2_-1_4_1_Stitched[DAPI 377,447]_009.tif","B2_-1_2_1_Stitched[GFP 469,525]_009.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_009.tif",0,0,0,9,672,1,632,632,632,9,b'eLvLsT6xsxltd9K5CURKfWw5Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgC02HtL',46f802b42f8ada5e2e90b069603a7169,ce0a6a2be69064d45acd3090d0d5f3bb,46425232654f94b2df3e11f4ceae05ed,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020249217115616072,0.020000000000000014,0.02,0.02,0.02,0.0054669697155299134,0.036919469255554005,0.00380751483202137,-11.660079383760886,-12.7595304035132,-11.574015323187306,2.9712124763570626,0.296700647328303,2.625518485758098,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_009.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_009.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_009.tif,857,857,857
-1,-1,-1,20.0,2046.0,1.0,0.0,0.0,0.5700000000000003,0.0,0.17999999999999972,0.15000000000000036,0.1299999999999999,0.6399999999999997,0.5300000000000011,0.46999999999999886,0.049999999999998934,0.040000000000000924,0.029999999999997584,"B2_-1_4_1_Stitched[DAPI 377,447]_010.tif","B2_-1_2_1_Stitched[GFP 469,525]_010.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_010.tif",0,0,0,10,672,1,632,632,632,10,b'eLvLsT6xsxltd9K5CURCfWxoMFof06/hSYPQHon1MSS8TVDD28UxwBMY4Mbm5sAAN6F28gaVNnYAiyN7Mw==',c97ff42a8933ceeaf36463dcb148c135,e265816d388ba01bee5b18237e804333,2f8da1b005419cfd2b7e7ea1e6e136d4,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/3c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.02015113745459615,0.020000000000000014,0.02,0.02,0.02,0.0054730417952270185,0.03602527747596052,0.003794857129031908,-11.695517244667936,-12.71987513923336,-11.677519545419571,2.8966118264501417,0.30979920628968277,2.7399794104523334,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_010.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_010.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/3c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_010.tif,857,857,857
