Channel_dapi,Channel_gfp,Channel_texasred,Count_dapi_objects,Count_gfp_objects,Count_texasred_objects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05EnhanceOrSuppressFeatures,ExecutionTime_06EnhanceOrSuppressFeatures,ExecutionTime_07EnhanceOrSuppressFeatures,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11OverlayOutlines,ExecutionTime_12OverlayOutlines,ExecutionTime_13OverlayOutlines,ExecutionTime_14SaveImages,FileName_dapi,FileName_gfp,FileName_texasred,Frame_dapi,Frame_gfp,Frame_texasred,Group_Index,Group_Length,Group_Number,Height_dapi,Height_gfp,Height_texasred,ImageNumber,ImageSet_ImageSet,MD5Digest_dapi,MD5Digest_gfp,MD5Digest_texasred,Metadata_FileLocation,Metadata_Frame,Metadata_Modality,Metadata_Series,Metadata_Timepoint,Metadata_Well,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05EnhanceOrSuppressFeatures,ModuleError_06EnhanceOrSuppressFeatures,ModuleError_07EnhanceOrSuppressFeatures,ModuleError_08IdentifyPrimaryObjects,ModuleError_09IdentifyPrimaryObjects,ModuleError_10IdentifyPrimaryObjects,ModuleError_11OverlayOutlines,ModuleError_12OverlayOutlines,ModuleError_13OverlayOutlines,ModuleError_14SaveImages,PathName_dapi,PathName_gfp,PathName_texasred,ProcessingStatus,Scaling_dapi,Scaling_gfp,Scaling_texasred,Series_dapi,Series_gfp,Series_texasred,Threshold_FinalThreshold_dapi_objects,Threshold_FinalThreshold_gfp_objects,Threshold_FinalThreshold_texasred_objects,Threshold_GuideThreshold_dapi_objects,Threshold_GuideThreshold_gfp_objects,Threshold_GuideThreshold_texasred_objects,Threshold_OrigThreshold_dapi_objects,Threshold_OrigThreshold_gfp_objects,Threshold_OrigThreshold_texasred_objects,Threshold_SumOfEntropies_dapi_objects,Threshold_SumOfEntropies_gfp_objects,Threshold_SumOfEntropies_texasred_objects,Threshold_WeightedVariance_dapi_objects,Threshold_WeightedVariance_gfp_objects,Threshold_WeightedVariance_texasred_objects,URL_dapi,URL_gfp,URL_texasred,Width_dapi,Width_gfp,Width_texasred
-1,-1,-1,44.0,516.0,0.0,0.0,0.0,1.4000000000000004,0.0,0.13999999999999968,0.1200000000000001,0.1299999999999999,0.5500000000000007,0.3899999999999997,0.40000000000000036,0.03000000000000025,0.03000000000000025,0.03999999999999915,2.0999999999999996,"B2_-1_4_1_Stitched[DAPI 377,447]_001.tif","B2_-1_2_1_Stitched[GFP 469,525]_001.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_001.tif",0,0,0,1,720,1,633,633,633,1,b'eLuFsT6jsxltd9K5CTRaH482PIdzfQwJbxPU8HZxDPAEBrixuTkwwE2onbxBpY0dAH8Iey0=',a4b335b07170936e1d3178e6f32b60ae,ccdcf44f286379cf13fd819b964d4249,7540c0063fd29a6623ad8ca854c03c49,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.02000000000000001,0.02039492641987082,0.02000000000000001,0.02,0.02,0.02,0.006013483566599876,0.02729502765256913,0.00416702680953397,-11.78105827372608,-12.779100663864998,-11.346147005580196,2.7105488346729536,0.5408880243288477,1.508564985442425,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_001.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_001.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_001.tif,854,854,854
-1,-1,-1,6.0,788.0,0.0,0.0,0.0,1.5300000000000002,0.0,0.1299999999999999,0.1200000000000001,0.10999999999999943,0.660000000000001,0.47999999999999954,0.46999999999999975,0.04999999999999982,0.040000000000000036,0.03000000000000025,2.2300000000000004,"B2_-1_4_1_Stitched[DAPI 377,447]_002.tif","B2_-1_2_1_Stitched[GFP 469,525]_002.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_002.tif",0,0,0,2,720,1,632,632,632,2,b'eLuFsT6jsxltd9K5CURKfWw0Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCEP3sw',b9903ab26ea13668170e0d92825c7589,5640a27a92399d51485476b929ed87dc,892d813a2e46aa2c6ccf059399adfafd,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020185303050480777,0.020000000000000014,0.02,0.02,0.02,0.0054436455633642316,0.028787698336033354,0.0037386879048292047,-11.696656745198943,-12.698695226449363,-11.46578230530686,2.921077726013808,0.506146408458147,2.415029610602588,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_002.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_002.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_002.tif,857,857,857
-1,-1,-1,5.0,907.0,0.0,0.0,0.0,1.4700000000000002,0.0,0.1200000000000001,0.1299999999999999,0.13000000000000078,0.7899999999999991,0.47999999999999954,0.47000000000000064,0.040000000000000036,0.030000000000001137,0.03999999999999915,2.240000000000001,"B2_-1_4_1_Stitched[DAPI 377,447]_003.tif","B2_-1_2_1_Stitched[GFP 469,525]_003.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_003.tif",0,0,0,3,720,1,632,632,632,3,b'eLuFsT6jsxltd9K5CURKfWw8Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCJdnsz',23130fb7166c4889a64337d638e00e37,2811970f61f76eafb8a19cc48732d47a,2b29c262c7ac178bac3cbcd5d82505f3,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020135784435666545,0.020000000000000014,0.02,0.02,0.02,0.005464606222648552,0.028010084420213938,0.0037810912528994196,-11.773697962522645,-12.711683176145915,-11.437225919374715,2.8786426334381856,0.4663437494195874,2.7226409128047977,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_003.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_003.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_003.tif,857,857,857
-1,-1,-1,4.0,1078.0,0.0,0.0,0.0,1.5000000000000004,0.0,0.13999999999999968,0.1200000000000001,0.1299999999999999,0.6500000000000004,0.4899999999999993,0.45999999999999996,0.04999999999999982,0.03999999999999915,0.03000000000000025,2.2300000000000013,"B2_-1_4_1_Stitched[DAPI 377,447]_004.tif","B2_-1_2_1_Stitched[GFP 469,525]_004.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_004.tif",0,0,0,4,720,1,632,632,632,4,b'eLuFsT6jsxltd9K5CURKfWwyWh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCOrXs2',c7a0d09c9caf94b5551c5da5d0293592,c5197233cde9e2b0c0b84fdb2d15d0c7,f400d1f1db420383df680b22cbcb867e,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020155143223136027,0.020000000000000014,0.02,0.02,0.02,0.005428087715664587,0.030038153997828276,0.0037674625282761802,-11.90227856850024,-12.686958865933764,-11.581035142106796,2.8458141795072747,0.43540529800861527,1.7596787412339185,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_004.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_004.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_004.tif,857,857,857
-1,-1,-1,6.0,1144.0,0.0,0.0,0.0,1.5100000000000007,0.0,0.13999999999999968,0.1200000000000001,0.1299999999999999,0.660000000000001,0.5,0.46999999999999975,0.04999999999999982,0.040000000000000036,0.03000000000000025,2.2,"B2_-1_4_1_Stitched[DAPI 377,447]_005.tif","B2_-1_2_1_Stitched[GFP 469,525]_005.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_005.tif",0,0,0,5,720,1,632,632,632,5,b'eLuFsT6jsxltd9K5CURKfWw6Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCT5Hs5',0c0306655cad7a873c94bb13b0d5c72d,3614acd27cb4fb69a4192e5b05405c54,26fcc8adc3a620d5628240d3a513ca1e,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.02014261959258475,0.020000000000000014,0.02,0.02,0.02,0.005451575596090907,0.03266477854629298,0.003747154513248244,-11.72447327379152,-12.673688604254172,-11.2750519483529,2.988858381944861,0.34830658284602356,2.5033337749354163,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_005.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_005.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_005.tif,857,857,857
-1,-1,-1,2.0,1270.0,0.0,0.0,0.0,1.5199999999999996,0.0,0.13000000000000078,0.1299999999999999,0.11999999999999922,0.6299999999999999,0.4999999999999991,0.45999999999999996,0.05000000000000071,0.03999999999999915,0.030000000000001137,2.219999999999999,"B2_-1_4_1_Stitched[DAPI 377,447]_006.tif","B2_-1_2_1_Stitched[GFP 469,525]_006.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_006.tif",0,0,0,6,720,1,632,632,632,6,b'eLuFsT6jsxltd9K5CURKfWw2Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCZG3s8',d8c7e6d636adf36dda7c271065a86147,add918434620730b02044fdc838a02e6,ae4c5c044a9527bef1d6a09b9c23cbe6,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020182535001911892,0.020000000000000014,0.02,0.02,0.02,0.005470794263594267,0.03382976707408983,0.003793833737124461,-11.63228318366162,-12.701930381988216,-11.229846211225965,2.9502856345683375,0.33895462826639383,1.7160711057864146,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_006.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_006.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_006.tif,857,857,857
-1,-1,-1,4.0,1521.0,0.0,0.0,0.0,0.6199999999999992,0.0,0.16000000000000014,0.14000000000000057,0.13000000000000078,0.4900000000000002,0.4599999999999991,0.4399999999999995,0.02999999999999936,0.0400000000000027,0.02999999999999936,2.25,"B2_-1_4_1_Stitched[DAPI 377,447]_007.tif","B2_-1_2_1_Stitched[GFP 469,525]_007.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_007.tif",0,0,0,7,720,1,632,632,632,7,b'eLuFsT6jsxltd9K5CURKfWw+Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCeUns/',8268d482927cc3ef12814b0ca99beea2,d8d7f605f2e10c7b6c90739a683c4cfb,aad96d413cc8663af1b048df6c87d374,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.0201565949694971,0.020000000000000014,0.02,0.02,0.02,0.005441578852755627,0.03475786488176684,0.0037806800428395377,-11.785081578532047,-12.705911988021711,-11.470445293600193,2.9709950841142727,0.3574317121189393,2.3202254428011053,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_007.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_007.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_007.tif,857,857,857
-1,-1,-1,11.0,1793.0,0.0,0.0,0.0,0.47999999999999865,0.0,0.15000000000000036,0.129999999999999,0.129999999999999,0.6000000000000014,0.4800000000000004,0.40999999999999837,0.0400000000000027,0.030000000000001137,0.019999999999999574,2.1999999999999993,"B2_-1_4_1_Stitched[DAPI 377,447]_008.tif","B2_-1_2_1_Stitched[GFP 469,525]_008.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_008.tif",0,0,0,8,720,1,632,632,632,8,b'eLuFsT6jsxltd9K5CURKfWwxWh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCjiXtC',907acf7566502288128f266d72df07e0,20140043402d9bfa656ff49b8515d1b6,45ab16ad8d8f34a680d8365eb149f39c,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.020182123500991266,0.020000000000000014,0.02,0.02,0.02,0.005442264115896815,0.03567280035097578,0.0038063183871604677,-11.646030946848606,-12.711790634778847,-11.644988580775138,2.7990096239752065,0.31555686284846457,2.531217803305667,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_008.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_008.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_008.tif,857,857,857
-1,-1,-1,9.0,1990.0,0.0,0.0,0.0,0.46000000000000085,0.0,0.15000000000000036,0.14000000000000057,0.14999999999999858,0.5399999999999991,0.4700000000000024,0.46999999999999886,0.05000000000000071,0.030000000000001137,0.03999999999999915,2.119999999999999,"B2_-1_4_1_Stitched[DAPI 377,447]_009.tif","B2_-1_2_1_Stitched[GFP 469,525]_009.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_009.tif",0,0,0,9,720,1,632,632,632,9,b'eLuFsT6jsxltd9K5CURKfWw5Wh/TseFJ/dAeifUxJLxNUMPbxTHAExjgxubmwAA3oXbyBpU2dgCowHtF',6789547caef888f25091882e5ca5742a,c8c1714e53274bf6b7b127e461578960,630d955e2e673fd141f1f53234a05788,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.020000000000000014,0.02012800913633783,0.020000000000000014,0.02,0.02,0.02,0.005426961522859433,0.03630853066498226,0.0037646431260780194,-11.644210826050216,-12.684315521036693,-11.208761593559426,2.8870342399242195,0.30793467771724736,2.8023483117260715,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_009.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_009.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_009.tif,857,857,857
-1,-1,-1,20.0,2574.0,1.0,0.0,0.0,0.4499999999999993,0.0,0.129999999999999,0.14000000000000057,0.1399999999999988,0.5399999999999991,0.5,0.46999999999999886,0.030000000000001137,0.03999999999999915,0.02999999999999936,2.0100000000000016,"B2_-1_4_1_Stitched[DAPI 377,447]_010.tif","B2_-1_2_1_Stitched[GFP 469,525]_010.tif","B2_-1_3_1_Stitched[Texas Red 586,647]_010.tif",0,0,0,10,720,1,631,631,631,10,b'eLuFsT6jsxltd9K5CURCfWxoMFof06/hSYPQHon1MSS8TVDD28UxwBMY4Mbm5sAAN6F28gaVNnYAfwt7LQ==',54550308f225d5944a8303b7890bede1,21c715ca944c66c2718e55a3ee5b51cc,c7a28c2994a6c6af198ff4dcbbb9371f,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,/Users/kinge2/repos/msw_analysis/data/msw_data/1c/#23B2859718_Stitched,Done,65535,65535,65535,0,0,0,0.02000000000000001,0.02018947156525622,0.02000000000000001,0.02,0.02,0.02,0.005487323196883872,0.03712197717336486,0.0038073272834613825,-11.724321230019331,-12.708820254325149,-11.34608626205512,2.9784031845145544,0.32158760844061945,2.598427347910289,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_4_1_Stitched%5BDAPI%20377%2C447%5D_010.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_2_1_Stitched%5BGFP%20469%2C525%5D_010.tif,file:/Users/kinge2/repos/msw_analysis/data/msw_data/1c/%2323B2859718_Stitched/B2_-1_3_1_Stitched%5BTexas%20Red%20586%2C647%5D_010.tif,857,857,857
